cohort,race,treatment,OR,2.5%,97.5%
1,race_nonwhite,MV_elig,0.997976560944208,0.9974051798721103,0.998661598851172
1,race_nonwhite,RRT_elig,1.0153728290209523,1.012217071130311,1.0182049173873773
1,race_nonwhite,VP_elig,0.9949541527128767,0.9920733017176988,0.995504586320577
2,race_nonwhite,MV_elig,0.9972901696172134,0.997008617055497,0.9980312379729226
2,race_nonwhite,RRT_elig,1.0126988796183993,1.0101498721596758,1.0153822953836926
2,race_nonwhite,VP_elig,0.9967745885327243,0.996559078944475,0.9974601800488434
3,race_nonwhite,MV_elig,0.9940900850275927,0.9914958541277235,0.9955091862072313
3,race_nonwhite,RRT_elig,1.010125915363796,1.0092193818347157,1.011010183438657
3,race_nonwhite,VP_elig,0.9972347786736715,0.9967627258070163,0.9976755119274805
4,race_nonwhite,MV_elig,0.9957073562109466,0.9940532768620509,0.9965569003069535
4,race_nonwhite,RRT_elig,1.0088149041153986,1.0081468291848823,1.010526002196293
4,race_nonwhite,VP_elig,0.9977384895068739,0.997446466277908,0.9979331243024486
